,gen,temperature,humidity,visibility,apparentTemperature,pressure,windSpeed,windBearing,precipIntensity,dewPoint
2016-02-03,6.3497333870000014,69735.91999999997,990.6000000000054,14019.240000000025,65772.75999999972,1460779.4399999904,11877.420000000162,397094.0,1.1155999999999928,54851.89999999973
2016-02-04,56.098999990000024,46621.959999999475,963.739999999999,10502.219999999963,35493.71999999969,1467854.3799999955,13448.819999999949,448726.0,5.904400000000029,32022.620000000203
2016-02-05,14.409750002999997,37730.1999999995,987.6000000000032,14067.919999999951,30232.39999999986,1477484.4599999986,8874.480000000101,296500.0,0.0,24316.599999999904
2016-02-06,142.2038833690001,44814.31999999989,946.2800000000013,13404.059999999945,41927.460000000305,1468633.4800000023,4404.220000000057,213646.0,0.0,29077.47999999966
2016-02-07,151.2738000889999,36606.1200000003,1011.0800000000165,8345.580000000022,23131.040000000103,1454212.9200000165,14280.260000000002,54456.0,3.874400000000001,23824.399999999954
2016-02-08,8.794249932000001,32990.66000000033,1105.3800000000012,12488.460000000026,29626.160000000065,1445526.8599999954,4386.540000000043,140618.0,1.769000000000004,23855.940000000086
2016-02-09,108.76870000399991,39830.99999999977,1108.700000000011,10129.439999999953,34284.9799999997,1444107.1799999836,6275.039999999926,355948.0,2.5055999999999847,30610.82000000014
2016-02-10,5.586549928999998,22177.8800000001,764.0399999999979,13390.479999999901,2579.1600000000244,1458550.679999983,18322.78,420350.0,0.0,1776.9999999999734
2016-02-11,43.2644667070001,19725.660000000218,831.9399999999961,14369.920000000022,9079.760000000108,1464197.7200000146,8120.359999999978,309692.0,0.0,1367.2600000000164
2016-02-12,113.5997833479999,3143.900000000017,667.519999999995,13882.760000000028,-21861.160000000058,1468346.6599999815,19886.220000000034,435636.0,0.0,-20163.740000000173
2016-02-13,164.4055500319999,-4134.8799999999765,713.0200000000071,14351.419999999896,-17106.48000000024,1487784.5000000051,8668.559999999983,395580.0,0.0,-25843.260000000257
2016-02-14,196.87471670100004,23755.58000000002,1106.0000000000084,7993.720000000059,18252.399999999972,1479331.8999999922,5179.259999999995,116108.0,10.016599999999977,14881.340000000062
2016-02-15,34.50018334599999,58005.419999999845,1158.6000000000129,10841.539999999995,50647.17999999988,1448006.979999995,14864.499999999955,333432.0,26.42480000000011,49999.76000000005
2016-02-16,4.86914999900001,44466.459999999264,892.9199999999921,14371.0,33302.72000000009,1468098.4599999979,12605.73999999991,430138.0,0.09280000000000004,27888.479999999927
2016-02-17,33.59316661400008,31268.519999999542,697.0400000000001,14400.0,21726.439999999915,1487225.320000016,10623.859999999871,447574.0,0.0,6414.479999999951
2016-02-18,177.52811666699992,51440.27999999885,793.7599999999989,14132.619999999913,41486.13999999981,1471927.9799999977,13529.219999999934,265910.0,2.035799999999999,28155.09999999986
2016-02-19,103.9533000009998,69576.37999999984,756.5599999999964,14397.680000000002,65843.3799999996,1453106.7000000041,13138.440000000044,342602.0,0.0,44640.679999999316
2016-02-20,165.88308332300005,57429.25999999961,877.5999999999997,14381.439999999964,51722.96000000075,1462437.0599999994,9681.039999999964,461182.0,0.0,38810.3600000003
2016-02-21,94.59448332899997,44259.040000000125,716.9599999999973,14394.779999999992,36287.1400000004,1477771.580000017,8669.03999999999,184476.0,0.0,19482.320000000145
2016-02-22,176.89985002299983,48949.29999999975,1182.6600000000055,7893.500000000006,39958.86000000046,1473741.7600000096,10455.399999999954,70030.0,16.098400000000005,41452.39999999978
2016-02-23,65.24216666299996,71779.60000000063,1225.160000000008,9823.279999999922,69167.22000000013,1432949.8000000014,15626.01999999993,213818.0,66.23259999999965,65354.92000000055
2016-02-24,4.272066709999996,49005.299999999486,878.8400000000113,13506.799999999912,35092.479999999916,1439527.9800000077,20998.159999999873,401230.0,2.372199999999995,30691.099999999784
2016-02-25,62.95188328200005,36800.92000000008,702.6800000000082,14348.380000000023,24192.09999999994,1463619.4799999986,13249.46000000017,390568.0,0.0,11943.520000000106
2016-02-26,195.17491667199985,57029.379999999626,694.5200000000073,14400.0,50004.41999999958,1456427.8400000045,12395.619999999968,288154.0,0.0,30417.38000000007
2016-02-27,186.77676662299956,65703.35999999962,878.899999999998,14200.479999999812,59562.67999999961,1444734.2600000077,13770.419999999813,307484.0,2.2504000000000053,47074.260000000184
2016-02-28,119.48789995,51331.44000000051,618.8000000000063,14400.0,43398.03999999982,1462813.7400000026,10840.900000000069,346170.0,0.0,19536.819999999836
2016-02-29,55.89118336500003,52233.45999999988,950.2400000000118,12489.480000000036,41959.000000000044,1447315.3799999845,16208.23999999998,319364.0,20.624799999999965,36258.71999999929
2016-03-01,148.82404997899977,34514.459999999795,633.9799999999933,14371.580000000013,20997.399999999987,1470315.2000000025,13330.18000000017,436942.0,0.0,6340.879999999943
2016-03-02,122.72443331100006,38469.51999999933,839.6799999999901,13352.13999999988,29108.740000000253,1471087.7999999824,9990.460000000034,48304.0,0.11019999999999995,20069.240000000085
2016-03-03,192.13198329700012,40241.05999999973,676.1999999999895,14330.779999999999,31085.999999999734,1470418.8400000099,9084.719999999921,303496.0,0.0,12811.139999999932
2016-03-04,115.14234997300008,44428.45999999997,686.7799999999996,14389.560000000003,41486.33999999969,1475308.2600000114,4383.800000000038,312250.0,0.0,17288.619999999853
2016-03-05,138.39656667799974,55058.31999999933,879.8400000000053,14088.780000000093,50754.71999999984,1468286.4999999849,9446.780000000052,279184.0,0.0,36588.43999999998
2016-03-06,186.49998332399986,66153.53999999973,932.8199999999995,13811.659999999907,64166.02000000018,1468737.3799999899,5883.419999999985,310636.0,0.8932000000000018,48776.359999999884
2016-03-07,105.51206662800011,84653.99999999978,752.4800000000064,13666.859999999962,83383.08,1463293.4599999806,10363.859999999906,288234.0,0.0,55779.580000000155
2016-03-08,144.98686663,85611.16000000044,1061.180000000003,12997.019999999904,85611.16000000044,1458553.7199999746,6672.380000000043,357482.0,8.858800000000041,73163.10000000024
2016-03-09,165.65410002299984,68279.48000000027,957.9200000000072,14209.140000000007,66141.61999999924,1470288.0000000081,12712.879999999901,447480.0,1.6914000000000005,51830.69999999982
2016-03-10,35.20564996599997,67068.42000000083,790.8200000000137,14368.680000000002,64412.50000000053,1467803.2200000067,10647.080000000069,323190.0,0.0,42752.419999999875
2016-03-11,152.51666667200004,74792.81999999975,473.4399999999964,14400.0,72763.20000000086,1466857.8599999945,9429.119999999943,217246.0,0.06459999999999998,32066.919999999576
2016-03-12,171.27476666400014,56235.69999999952,1179.640000000013,11044.459999999899,47954.76000000034,1468289.24000001,11951.859999999993,91678.0,19.778600000000303,48647.82000000013
2016-03-13,129.6680000009999,64073.279999999584,1198.9599999999937,11858.279999999868,57307.71999999954,1454721.0000000298,12608.020000000195,67114.0,2.4461999999999966,57236.599999999686
2016-03-14,18.476183370000033,72132.61999999937,1100.5800000000145,11026.93999999989,70531.08000000076,1454310.8599999798,6725.840000000011,219424.0,11.037399999999964,60714.99999999884
2016-03-15,45.15008332800001,65757.63999999974,991.2999999999967,14079.439999999988,61952.23999999975,1449566.939999988,10444.399999999994,353818.0,1.4616000000000051,50821.31999999943
2016-03-16,154.43961666400003,53635.87999999902,765.2399999999941,14318.219999999961,44826.7999999998,1458062.7999999942,13918.579999999954,447212.0,0.8468000000000039,31234.94000000005
2016-03-17,135.83476669399965,45502.36000000033,558.4199999999996,14400.0,35750.11999999972,1469695.0400000073,10981.179999999993,262394.0,0.0,11761.899999999996
2016-03-18,104.10895010200021,48378.019999999975,849.9999999999964,11323.09999999999,42934.4000000006,1460939.5199999784,6344.539999999974,220082.0,2.024199999999997,27164.239999999972
2016-03-19,200.87659999600004,52775.37999999999,654.1399999999943,14278.779999999957,41669.519999999735,1458570.8000000003,17047.2199999999,411204.0,0.0,23710.379999999943
2016-03-20,106.91766662800008,66893.57999999949,701.2800000000083,14377.96,61132.96000000039,1460303.399999978,12358.979999999758,305898.0,0.04640000000000002,39150.87999999993
2016-03-21,154.4858832919999,67123.77999999962,762.559999999988,14400.0,62348.32000000063,1467289.3600000117,10812.699999999937,161798.0,0.04640000000000002,42947.20000000014
2016-03-22,187.98324998099997,60552.94000000031,1176.199999999987,9414.559999999827,55599.47999999962,1456304.3000000066,8774.480000000083,132940.0,5.962400000000009,52310.61999999924
2016-03-23,75.540533352,60226.14000000055,934.8399999999822,13994.34,54046.820000000174,1468720.1199999882,11451.779999999942,302384.0,0.0,44199.839999999575
2016-03-24,164.11828337999984,59385.299999999654,1016.4000000000087,14400.0,56116.41999999973,1480897.3199999991,6557.719999999968,230252.0,0.0,45730.24000000012
2016-03-25,63.57896661900003,60886.220000000234,1124.979999999984,11288.299999999927,56518.819999999294,1459434.1399999827,7894.70000000005,189870.0,23.553799999999924,51265.14000000048
2016-03-26,123.22131666599988,61709.220000000794,863.7200000000029,14155.81999999997,51035.47999999992,1447112.2600000002,23286.439999999984,413362.0,1.815400000000014,41800.47999999978
2016-03-27,121.83535002900008,57738.66000000032,621.2800000000035,14400.0,53078.9400000002,1473510.0000000081,11738.899999999949,365880.0,0.0,24632.06000000027
2016-03-28,27.190583328000034,77446.40000000001,756.8000000000046,14400.0,73517.47999999992,1461250.580000001,19966.040000000074,274976.0,0.0,52632.539999999826
2016-03-29,99.93150002999995,90244.25999999991,1107.9800000000166,13686.279999999999,90244.25999999991,1443360.6400000216,17234.800000000134,280080.0,5.479399999999979,79591.17999999996
2016-03-30,129.5535333720001,67410.91999999924,1043.100000000002,13643.779999999924,65210.980000000716,1439774.9599999865,7653.7999999999765,353480.0,7.847799999999934,55001.73999999974
2016-03-31,74.0268167380001,46400.280000000086,914.2600000000019,10810.60000000002,34091.24000000015,1442058.679999999,18809.819999999992,418704.0,8.764999999999976,28761.300000000138
2016-04-01,44.08813334500005,35689.620000000104,1081.900000000005,8576.80000000005,25382.65999999987,1462723.1399999994,9663.380000000088,167448.0,7.047000000000049,25555.66000000006
2016-04-02,26.613533270000012,37396.38000000001,698.5799999999995,14358.819999999996,23848.31999999985,1475329.1400000164,13943.440000000239,286148.0,0.0,11532.180000000031
2016-04-03,48.49054997499999,46216.800000000156,729.320000000008,14392.460000000046,38727.000000000444,1474073.5599999954,11345.779999999897,296686.0,0.0,21092.89999999969
2016-04-04,4.661899991000014,71076.43999999977,1197.6600000000087,12251.25999999993,68379.6,1442520.1400000092,15048.82000000004,261438.0,18.3652000000001,63951.180000000226
2016-04-05,28.481266672,57510.159999999865,910.8000000000056,14110.999999999956,49083.16000000003,1442389.3199999945,13411.899999999901,369220.0,1.975399999999999,40297.42000000016
2016-04-06,130.3395166380001,53287.380000000325,709.2199999999913,14400.0,46572.84000000029,1453957.939999986,10518.660000000089,343580.0,0.0,26688.099999999973
2016-04-07,27.679116597999993,55572.12000000028,572.199999999998,14400.0,47099.60000000029,1474285.2000000055,12194.720000000023,365830.0,0.0,21270.18000000016
2016-04-08,55.82528336800004,69961.3799999994,999.640000000005,13968.099999999871,66071.2600000003,1466170.2799999847,15911.480000000087,266286.0,5.0501999999999505,55721.82000000024
2016-04-09,139.17169999499993,62046.70000000027,958.8600000000043,13294.9,57530.81999999998,1469169.0999999947,11700.560000000047,417456.0,11.311600000000025,45927.159999999894
2016-04-10,208.33523332600026,61489.04000000054,742.0999999999873,14399.039999999979,57800.58000000009,1479998.8999999736,7132.040000000136,201612.0,0.0,35519.17999999997
2016-04-11,30.658566674999957,62711.21999999987,695.8999999999921,14334.259999999966,60473.000000000044,1481242.7199999746,7464.559999999918,160306.0,0.0,32138.05999999987
2016-04-12,97.37648332000012,67417.25999999983,606.7400000000042,14400.0,65415.66000000035,1483866.4800000018,7394.479999999979,115030.0,0.0,31035.75999999959
2016-04-13,197.0961000060001,69111.25999999998,593.0399999999942,14400.0,67525.91999999969,1484537.5799999936,9595.679999999958,116392.0,0.0,29468.599999999667
2016-04-14,206.39581669000015,79516.08000000083,649.8000000000019,14397.680000000002,79291.50000000137,1476660.8000000066,5308.4600000000455,228092.0,0.0,44029.35999999985
2016-04-15,206.4212499859999,87533.11999999943,594.7599999999957,14396.52000000003,87237.90000000047,1465496.7400000086,8293.499999999874,286330.0,0.10439999999999995,49671.76000000016
2016-04-16,211.19598336100032,74709.05999999857,513.6600000000051,14400.0,72224.33999999956,1468152.880000003,15356.520000000075,386606.0,0.0,35049.199999999444
2016-04-17,206.9330333629997,70733.17999999993,653.2999999999931,14357.080000000013,68631.83999999952,1471676.659999979,7507.340000000099,282242.0,0.0,34814.12000000005
2016-04-18,192.155733334,91424.39999999972,670.5399999999975,14363.620000000072,91424.39999999972,1459517.700000013,8548.659999999978,287140.0,0.30440000000000056,57730.760000000155
2016-04-19,185.08861667700026,89307.9199999991,1075.0199999999911,11570.020000000082,89307.9199999991,1453700.9400000088,7842.759999999992,319244.0,10.657599999999883,76500.58000000051
2016-04-20,213.85531662299996,71057.08000000031,511.399999999996,14400.0,68138.51999999935,1461938.6000000087,12563.879999999885,339100.0,0.0,31170.100000000002
2016-04-21,203.517349998,73766.71999999987,522.4799999999947,14397.680000000002,73548.0600000002,1463727.999999997,6267.040000000039,330648.0,0.0,33418.959999999846
2016-04-22,82.35653328699992,69436.05999999959,880.1200000000077,12952.23999999998,66113.95999999996,1454780.0399999938,7805.859999999987,158960.0,12.835400000000018,49089.839999999684
2016-04-23,162.28734997799992,62765.0999999995,993.8599999999994,12936.740000000029,60865.45999999972,1456973.0599999833,6785.180000000016,317728.0,0.0,45481.380000000325
2016-04-24,210.834466684,69629.97999999972,538.5400000000036,14377.379999999981,68041.3600000001,1461004.060000013,6818.920000000071,362608.0,0.0,31290.000000000076
2016-04-25,100.42306663899998,72010.31999999916,733.9399999999936,14400.0,70515.65999999922,1466940.8399999759,7660.4199999999855,205950.0,0.06379999999999993,46216.2200000008
2016-04-26,19.05874997400002,76194.6599999998,769.3000000000008,14376.220000000008,74304.44000000003,1470576.120000009,7977.219999999978,269502.0,1.2064000000000032,51112.21999999942
2016-04-27,222.1429500199999,67310.71999999962,960.3599999999947,13719.15999999996,64374.39999999971,1472515.7199999918,7904.139999999951,237596.0,4.290000000000026,51894.32000000064
2016-04-28,197.62356669700014,65378.31999999984,1291.8200000000193,9945.59999999997,63650.44000000003,1462782.85999999,4914.339999999941,170876.0,18.08660000000001,61291.77999999988
2016-04-29,143.29856663999996,70573.93999999968,1277.6399999999956,11546.13999999993,70168.35999999991,1457299.2399999904,4672.059999999951,197224.0,9.593400000000003,65923.58000000002
2016-04-30,91.12921662399985,68452.4399999991,1210.6599999999592,13231.240000000193,65017.45999999956,1454219.1200000003,8155.879999999974,81972.0,5.214000000000007,61817.59999999975
2016-05-01,37.14315006400002,69414.97999999976,1119.0599999999938,13660.340000000055,65248.75999999983,1449927.9599999879,14655.480000000114,45682.0,0.7558000000000002,59755.679999999986
2016-05-02,30.295383303000015,75984.10000000095,1127.1800000000142,13138.139999999987,74405.70000000036,1452220.8000000208,9608.619999999977,85072.0,10.699000000000037,66157.73999999992
2016-05-03,34.60513329200002,73754.18000000088,1262.3000000000388,12109.499999999854,72367.34000000078,1452255.9399999802,6758.719999999963,98626.0,1.943000000000001,68583.18000000056
2016-05-04,19.384866709000026,75156.15999999919,930.7800000000079,13109.760000000078,73925.42000000062,1447846.3800000174,15261.920000000013,344774.0,2.911600000000011,55995.560000000056
2016-05-05,42.038133336999984,74709.08000000083,659.4200000000031,14400.0,72766.04000000047,1462951.180000003,13843.559999999765,418862.0,0.0,42592.100000000464
2016-05-06,80.18425007000008,76105.81999999964,686.4000000000102,14397.100000000042,75434.77999999953,1470605.7600000014,7519.839999999965,405928.0,0.0,43532.59999999962
2016-05-07,33.344399943999925,84874.66000000069,667.0000000000099,14383.18,84628.16000000069,1469253.1199999982,4396.620000000024,282398.0,0.0,49298.019999999684
2016-05-08,130.1822334139998,91558.51999999955,641.4199999999912,14390.719999999903,91472.09999999955,1465072.6000000008,7300.280000000044,216496.0,0.0,54432.70000000022
2016-05-09,208.73738337000015,85740.1199999994,1190.1200000000035,10471.659999999794,85740.1199999994,1452949.4400000055,7151.180000000044,309814.0,10.24280000000009,77604.7400000008
2016-05-10,196.69821668800006,85693.62000000088,912.7800000000084,13951.659999999965,83992.4200000009,1445009.2800000003,12727.620000000097,338262.0,5.040200000000002,66206.09999999992
2016-05-11,202.86443331299986,66105.81999999972,698.379999999992,14400.0,59543.76000000039,1452627.3799999733,19573.239999999874,400570.0,0.0,39285.09999999967
2016-05-12,193.49800001000017,71820.46000000015,707.1999999999969,14393.620000000019,69213.36000000063,1464224.2599999763,16473.960000000174,382002.0,0.0,42823.27999999993
2016-05-13,51.61791663599996,81478.71999999938,748.1400000000003,14362.880000000034,80735.15999999987,1468198.0999999822,10126.99999999989,291826.0,0.0,54546.880000000434
2016-05-14,147.32493328500001,84296.30000000079,756.8599999999967,14373.90000000001,84296.30000000079,1467267.6999999792,6120.820000000016,251300.0,0.0,57207.54000000055
2016-05-15,136.45851661600022,79936.8399999991,1005.0999999999871,11637.459999999866,79936.8399999991,1469589.0400000168,4081.07999999999,300378.0,2.7723999999999935,63979.300000000345
2016-05-16,98.31386675100049,86632.74000000047,833.6400000000066,14034.019999999977,86606.06000000052,1471010.620000004,5660.619999999982,297614.0,0.0,61959.35999999989
2016-05-17,137.51331663800002,86179.02000000005,852.0199999999924,14390.720000000008,86179.02000000005,1458320.7200000142,6933.159999999957,279296.0,0.18560000000000013,64131.16000000056
2016-05-18,179.83168335499985,88535.77999999964,950.6799999999912,12979.0,88535.77999999964,1456976.0999999957,6203.520000000027,98048.0,0.5858,69348.700000001
2016-05-19,106.35090000599996,93029.35999999986,933.4399999999946,13849.580000000018,93029.35999999986,1457041.6200000118,7987.900000000007,129502.0,10.660399999999992,72319.45999999979
2016-05-20,175.60014997600004,91387.70000000017,1059.0600000000045,10717.000000000025,90881.17999999945,1461622.0400000173,6525.000000000042,281604.0,0.16240000000000018,75209.86000000064
2016-05-21,84.897849969,104376.22000000012,824.6400000000033,13794.480000000201,103696.30000000035,1464954.65999999,7148.459999999981,352524.0,0.0,78258.33999999973
2016-05-22,109.21584997200004,107398.2799999997,848.4199999999929,14147.379999999903,107674.98000000053,1464691.3000000063,8016.5600000000295,259046.0,0.174,84229.3000000008
2016-05-23,161.511666677,109422.72000000057,986.2799999999972,13349.359999999893,110430.48000000064,1465331.0000000019,7548.040000000113,285986.0,2.37220000000001,91834.45999999942
2016-05-24,58.32755000000003,107410.29999999992,1027.540000000006,13247.300000000034,108188.66000000045,1467698.0199999951,6231.1200000000445,170152.0,0.3074000000000008,92608.08000000019
2016-05-25,170.38936661799983,99406.35999999929,1167.8000000000127,11873.96000000002,99406.35999999929,1462286.7800000163,6328.459999999996,188428.0,16.074599999999894,90297.5599999997
2016-05-26,141.84485002100016,105595.78000000044,911.520000000013,13265.320000000023,105110.90000000125,1458825.3000000159,10002.960000000072,370104.0,2.427400000000006,82899.6999999998
2016-05-27,114.09000002599991,98893.73999999902,852.3600000000077,14345.479999999985,98818.91999999953,1466293.3999999906,7915.699999999997,205930.0,0.0,75726.97999999915
2016-05-28,160.30893326900022,97073.18000000056,938.5000000000057,14042.14000000006,97073.18000000056,1469363.8600000069,9069.480000000063,153622.0,0.0,78577.00000000065
2016-05-29,120.31420006599977,93336.3000000012,1153.979999999987,13732.600000000015,93336.3000000012,1464866.4399999788,8134.9800000000805,264630.0,1.1541999999999955,84266.37999999974
2016-05-30,122.54065004000014,102389.51999999805,1004.0199999999984,11814.559999999994,102343.69999999873,1461194.6800000062,4325.760000000017,308638.0,0.0,85307.79999999938
2016-05-31,185.2842666639999,93406.53999999931,1288.360000000015,10548.839999999956,93406.53999999931,1451573.0800000005,9115.38000000004,240012.0,32.90919999999992,88751.30000000045
2016-06-01,175.27050003700032,100895.52000000131,970.9799999999906,13811.340000000051,100824.18000000155,1443797.6399999985,9157.899999999887,316666.0,0.0,82302.07999999855
2016-06-02,168.13168328400013,97040.3000000003,990.5600000000139,13879.859999999953,97040.3000000003,1438397.4200000137,8267.260000000097,372754.0,7.830000000000026,80651.57999999878
2016-06-03,80.8670000300001,85272.06000000032,871.9799999999894,14331.559999999903,85272.06000000032,1442735.2000000093,17032.200000000004,419176.0,1.2527999999999957,65421.92000000022
2016-06-04,140.25948334200018,83259.70000000023,731.380000000005,14400.0,83259.70000000023,1451273.9200000253,19568.960000000054,418008.0,0.0,56354.460000000014
2016-06-05,23.313666702999996,86450.45999999944,768.6599999999906,14361.17999999995,86177.8599999989,1461075.120000008,10365.260000000004,398046.0,0.0,59747.61999999995
2016-06-06,170.61593335299995,85328.23999999957,1201.4200000000144,10600.32000000001,85328.23999999957,1452662.8599999782,4856.080000000048,272130.0,16.94179999999997,77715.65999999971
2016-06-07,140.83666663800008,87542.38000000105,855.9200000000058,14257.96,87542.38000000105,1447080.839999992,19770.819999999974,438546.0,0.09279999999999988,66428.11999999924
2016-06-08,104.85341663800008,85711.55999999933,918.1799999999976,14382.02000000003,85711.55999999933,1452477.859999986,15203.720000000018,446056.0,0.35959999999999986,67454.95999999956
2016-06-09,168.827549998,92319.42000000036,839.480000000005,14380.119999999988,92319.42000000036,1458050.3599999915,11683.719999999796,427376.0,0.0,68296.08000000006
2016-06-10,192.61164999000005,100547.76000000135,829.2800000000095,14375.799999999994,100174.24000000108,1455408.4399999918,7046.659999999937,281338.0,0.10539999999999967,74694.95999999999
2016-06-11,50.42183332999999,101812.61999999946,787.600000000004,14365.780000000044,101539.43999999926,1452864.7800000184,5371.2799999999725,175914.0,0.0048000000000000004,75524.0000000006
2016-06-12,115.41679992999981,96093.55999999984,790.9800000000016,14375.399999999943,96093.55999999984,1466052.1399999945,5721.280000000001,252802.0,0.0,69239.46000000079
2016-06-13,161.62213337500006,100852.35999999986,747.2600000000039,14390.379999999994,100063.5600000001,1475728.900000005,6720.419999999985,236490.0,0.0,70818.03999999998
2016-06-14,192.59320003099964,101978.17999999941,910.539999999996,14117.540000000006,101895.49999999913,1473316.6400000018,10171.219999999988,263820.0,0.0,81211.36000000023
2016-06-15,180.85721673399993,107140.88000000038,880.820000000002,14182.499999999969,107279.3600000004,1455539.4600000018,12085.779999999935,312306.0,4.245599999999962,84813.32000000011
2016-06-16,161.1049833660003,95430.74000000069,806.0799999999996,14358.82000000005,95110.4600000007,1452717.539999999,8804.700000000012,400626.0,0.5104000000000017,68949.20000000038
